Id,Neighbourhood,Neighbourhood  Group,Latitude,Longitude,Property Type,Room Type,Accommodates,Bathrooms,Bedrooms,Beds,Price,Minimum Nights,Number of Reviews,Review Scores Rating,Review Scores Accuracy,Review Scores Cleanliness,Review Scores Location
859,Misericrdia,Lisboa,38.714670,-9.147160,Entire rental unit,Entire home/apt,2,1,2,1,50,30,29,4.62,4.57,4.71,4.93
860,Santa Maria Maior,Lisboa,38.716530,-9.132870,Entire rental unit,Entire home/apt,1,1,1,1,45,3,82,4.56,4.68,4.8,4.58
861,Misericrdia,Lisboa,38.716260,-9.147780,Entire rental unit,Entire home/apt,2,1,1,1,50,30,20,4.6,4.45,4.7,4.9
862,Colares,Sintra,38.811060,-9.457990,Entire residential home,Entire home/apt,5,2,2,2,220,5,17,4.88,5,5,4.53
863,Misericrdia,Lisboa,38.714350,-9.148870,Entire rental unit,Entire home/apt,2,1,2,1,50,30,18,4.61,4.39,4.83,4.94
864,Arranh,Arruda Dos Vinhos,38.978750,-9.119070,Entire residential home,Entire home/apt,5,2,2,4,150,1,4,5,5,5,4.75
865,Misericrdia,Lisboa,38.712710,-9.143790,Entire rental unit,Entire home/apt,6,1,2,4,103,3,34,4.5,4.74,4.79,4.59
866,Carcavelos e Parede,Cascais,38.688980,-9.354950,Entire rental unit,Entire home/apt,2,1,1,2,85,3,20,4.7,4.9,4.9,4.6
867,Arroios,Lisboa,38.719170,-9.137200,Entire rental unit,Entire home/apt,7,2,3,5,91,3,117,4.6,4.78,4.83,4.44
868,Arroios,Lisboa,38.719170,-9.137200,Entire rental unit,Entire home/apt,5,1,2,3,85,3,98,4.55,4.67,4.67,4.27
869,Arroios,Lisboa,38.735080,-9.142010,Entire rental unit,Entire home/apt,3,1,1,1,79,3,42,4.48,4.71,4.67,4.88
870,Arroios,Lisboa,38.719400,-9.133470,Entire rental unit,Entire home/apt,4,1,2,2,97,1,161,4.73,4.75,4.77,4.75
871,Ericeira,Mafra,38.960240,-9.410120,Private room in rental unit,Private room,2,1,1,2,40,1,49,4.65,4.79,4.69,4.7
872,Santo Antnio,Lisboa,38.725750,-9.146130,Entire rental unit,Entire home/apt,2,1,0,1,54,2,5,3.8,4.8,3.6,4.6
873,Cascais e Estoril,Cascais,38.695150,-9.419330,Entire rental unit,Entire home/apt,3,1,0,2,46,3,10,2.67,3.78,3.33,4.78
874,Cascais e Estoril,Cascais,38.699430,-9.380520,Entire rental unit,Entire home/apt,2,1,1,1,70,4,17,4.59,4.82,4.88,4.81
875,Santo Antnio,Lisboa,38.716830,-9.147850,Entire rental unit,Entire home/apt,5,2,3,4,93,3,46,4.67,4.56,4.8,4.69
876,Colares,Sintra,38.806980,-9.472450,Entire chalet,Entire home/apt,2,1,1,1,75,2,248,4.8,4.84,4.87,4.74
877,Santo Antnio,Lisboa,38.716670,-9.143530,Entire rental unit,Entire home/apt,3,1,2,2,80,3,112,4.93,4.95,4.93,4.88
878,Santo Antnio,Lisboa,38.716930,-9.153930,Entire rental unit,Entire home/apt,2,1,0,1,50,5,4,4.67,3,4.67,5
879,Dois Portos e Runa,Torres Vedras,39.071290,-9.179430,Entire villa,Entire home/apt,7,1,4,7,200,15,2,4.5,5,5,4
880,Santo Antnio,Lisboa,38.715870,-9.146010,Entire rental unit,Entire home/apt,2,1,1,1,60,3,83,4.92,4.94,4.96,4.9
881,Santa Maria Maior,Lisboa,38.712920,-9.142170,Entire rental unit,Entire home/apt,4,1,2,3,99,3,106,4.87,4.9,4.93,4.97
882,Ericeira,Mafra,38.975050,-9.398110,Entire villa,Entire home/apt,16,2,8,10,299,4,5,4.6,4.6,4.4,4.6
883,Alvalade,Lisboa,38.753320,-9.166930,Private room in guest suite,Private room,3,1,1,2,75,2,1,5,5,5,4
884,Santa Maria Maior,Lisboa,38.717470,-9.135000,Entire rental unit,Entire home/apt,2,1,0,1,48,1,207,4.52,4.71,4.75,4.63
885,So Vicente,Lisboa,38.713450,-9.125600,Entire loft,Entire home/apt,2,1,1,1,85,3,180,4.91,4.89,4.92,4.89
886,Santa Maria Maior,Lisboa,38.709420,-9.138940,Entire rental unit,Entire home/apt,4,1,1,2,47,3,201,4.6,4.82,4.68,4.88
887,Santa Maria Maior,Lisboa,38.712490,-9.141880,Entire rental unit,Entire home/apt,2,1,1,1,55,7,125,4.71,4.94,4.88,4.72
888,Santa Maria Maior,Lisboa,38.712690,-9.126230,Entire rental unit,Entire home/apt,4,1,1,2,75,2,16,4.73,4.6,4.93,4.85
889,Santa Maria Maior,Lisboa,38.712260,-9.126900,Entire rental unit,Entire home/apt,2,1,0,1,36,3,291,4.68,4.82,4.66,4.75
890,Ericeira,Mafra,38.965950,-9.418400,Entire rental unit,Entire home/apt,4,2,2,4,65,5,7,4.71,5,4.86,5
891,Ericeira,Mafra,38.970230,-9.415610,Private room in villa,Private room,2,1,1,1,35,15,4,4.25,4,5,4.75
892,Santa Maria Maior,Lisboa,38.712550,-9.124590,Entire rental unit,Entire home/apt,7,1,1,4,115,2,9,4.56,4.67,4.89,4.89
893,Santa Maria Maior,Lisboa,38.712840,-9.125980,Entire rental unit,Entire home/apt,6,1,1,3,125,2,2,5,5,5,5
894,Santa Maria Maior,Lisboa,38.712740,-9.126070,Entire rental unit,Entire home/apt,4,1,1,2,80,2,5,4.6,4.5,4.6,5
895,Campo de Ourique,Lisboa,38.717730,-9.162170,Entire residential home,Entire home/apt,2,1,1,1,56,3,70,4.77,4.81,4.57,4.68
896,Misericrdia,Lisboa,38.714010,-9.151610,Entire rental unit,Entire home/apt,2,1,1,1,55,3,270,4.76,4.82,4.91,4.79
897,Santa Maria Maior,Lisboa,38.712650,-9.125710,Entire rental unit,Entire home/apt,4,1,1,2,95,2,7,3.86,4.29,4.29,4.43
898,Misericrdia,Lisboa,38.714200,-9.145800,Entire rental unit,Entire home/apt,2,1,1,1,42,3,353,4.7,4.82,4.84,4.86
899,Santa Maria Maior,Lisboa,38.713010,-9.124850,Entire rental unit,Entire home/apt,6,1,2,3,115,2,4,5,4.75,5,5
900,Areeiro,Lisboa,38.744330,-9.135920,Private room in rental unit,Private room,2,1,1,1,100,3,140,4.93,4.92,4.99,4.73
901,Santa Maria Maior,Lisboa,38.710650,-9.136080,Entire rental unit,Entire home/apt,6,1,2,3,66,2,256,4.37,4.57,4.57,4.84
902,Cascais e Estoril,Cascais,38.696770,-9.422890,Entire rental unit,Entire home/apt,4,1,2,2,44,3,36,4.26,4.23,3.89,4.89
903,Colares,Sintra,38.796940,-9.468540,Entire residential home,Entire home/apt,8,3,5,6,400,5,3,4,4,4.33,3.67
904,Carvoeira,Mafra,38.951870,-9.413230,Entire rental unit,Entire home/apt,4,1,2,2,90,4,25,4.54,4.58,4.67,4.42
905,Santa Maria Maior,Lisboa,38.709940,-9.130810,Entire rental unit,Entire home/apt,4,2,2,3,150,1,200,4.84,4.89,4.83,4.91
906,Arroios,Lisboa,38.732570,-9.134590,Entire rental unit,Entire home/apt,2,1,1,0,69,4,103,4.77,4.85,4.84,4.57
907,Cascais e Estoril,Cascais,38.707810,-9.453210,Entire residential home,Entire home/apt,6,3,3,5,214,5,10,4.4,4.3,4.2,4.11
908,Misericrdia,Lisboa,38.714210,-9.151330,Private room in rental unit,Private room,2,2,1,1,30,3,105,4.62,4.81,4.68,4.7
909,Misericrdia,Lisboa,38.714030,-9.149850,Entire rental unit,Entire home/apt,8,2,4,8,90,3,155,4.37,4.62,4,4.57
910,Santa Maria Maior,Lisboa,38.711640,-9.141960,Entire rental unit,Entire home/apt,4,1,2,3,88,3,155,4.92,4.94,4.99,4.97
911,Colares,Sintra,38.818920,-9.456000,Entire residential home,Entire home/apt,6,2,3,6,200,7,6,4.5,4.5,4.5,4.5
912,Arroios,Lisboa,38.718200,-9.139380,Entire rental unit,Entire home/apt,4,1,2,2,70,3,27,4.74,4.74,4.63,4.78
913,Estrela,Lisboa,38.704490,-9.164990,Private room in rental unit,Private room,1,2,1,0,15,2,110,4.59,4.78,4.76,4.56
914,Lourinh e Atalaia,Lourinh,39.265930,-9.334480,Entire rental unit,Entire home/apt,6,1,2,5,55,5,97,4.71,4.79,4.63,4.66
915,So Joo das Lampas e Terrugem,Sintra,38.843160,-9.433720,Windmill,Entire home/apt,4,1,2,2,68,3,159,4.66,4.83,4.7,4.69
916,Santa Maria Maior,Lisboa,38.711910,-9.135750,Entire rental unit,Entire home/apt,3,1,1,1,68,3,226,4.82,4.93,4.86,4.89
917,Ericeira,Mafra,38.961410,-9.415310,Entire rental unit,Entire home/apt,5,1,2,4,100,4,6,4.67,5,4.67,4.67
918,Santo Antnio,Lisboa,38.715970,-9.145670,Entire rental unit,Entire home/apt,6,1,3,3,70,2,352,4.78,4.87,4.85,4.81
919,So Vicente,Lisboa,38.718420,-9.131650,Entire rental unit,Entire home/apt,6,2,3,3,130,5,27,4.81,4.78,4.96,4.67
920,Agualva e Mira-Sintra,Sintra,38.769690,-9.287550,Entire rental unit,Entire home/apt,5,1,2,3,40,2,65,4.65,4.77,4.86,4.31
921,So Joo das Lampas e Terrugem,Sintra,38.841480,-9.427710,Entire villa,Entire home/apt,7,2,4,6,200,7,21,4.62,4.62,4.71,4.38
922,Arroios,Lisboa,38.731530,-9.132900,Entire rental unit,Entire home/apt,4,2,2,3,58,3,268,4.68,4.85,4.86,4.58
923,Misericrdia,Lisboa,38.711210,-9.148370,Entire rental unit,Entire home/apt,3,1,0,2,61,2,480,4.89,4.93,4.87,4.82
924,Ericeira,Mafra,38.968400,-9.409060,Entire rental unit,Entire home/apt,5,2,2,3,50,7,1,4,4,4,4
925,Santa Maria Maior,Lisboa,38.711900,-9.130710,Entire rental unit,Entire home/apt,8,2,3,5,126,3,264,4.8,4.82,4.91,4.92
926,Campo de Ourique,Lisboa,38.719120,-9.159320,Entire rental unit,Entire home/apt,5,1,2,3,70,2,29,4.5,4.7,4.74,4.63
927,Ericeira,Mafra,38.985410,-9.414730,Private room in villa,Private room,3,1,1,2,39,4,8,4.88,4.75,4.75,4.63
928,So Vicente,Lisboa,38.718440,-9.120390,Entire rental unit,Entire home/apt,5,1,0,3,37,2,91,4.53,4.81,4.8,4.47
929,Arroios,Lisboa,38.717090,-9.136250,Entire rental unit,Entire home/apt,2,1,0,0,54,2,65,4.3,4.33,4.47,4.78
930,Estrela,Lisboa,38.708090,-9.154940,Entire rental unit,Entire home/apt,4,2,2,2,103,4,37,4.97,4.89,4.97,4.92
931,Cascais e Estoril,Cascais,38.698690,-9.419990,Private room in rental unit,Private room,3,1,1,3,30,1,318,4.75,4.8,4.89,4.96
932,So Vicente,Lisboa,38.719330,-9.131180,Entire rental unit,Entire home/apt,2,1,1,1,43,2,216,4.79,4.87,4.86,4.78
933,Lourinh e Atalaia,Lourinh,39.270890,-9.332280,Entire residential home,Entire home/apt,4,1,2,3,75,5,4,5,5,5,4.67
934,Misericrdia,Lisboa,38.711500,-9.146210,Entire rental unit,Entire home/apt,6,1,3,5,77,3,290,4.76,4.81,4.76,4.94
935,Arroios,Lisboa,38.722630,-9.138810,Entire loft,Entire home/apt,4,1,3,3,40,4,19,4.24,4.88,4.24,4.24
936,Penha de Frana,Lisboa,38.737110,-9.128260,Entire rental unit,Entire home/apt,4,1,2,2,70,7,16,4.87,4.93,4.93,4.54
937,Cascais e Estoril,Cascais,38.701330,-9.426150,Entire rental unit,Entire home/apt,4,1,1,2,74,7,5,4.2,4.5,4.2,4.5
938,So Domingos de Benfica,Lisboa,38.745610,-9.180820,Private room in rental unit,Private room,2,1,1,1,23,1,8,4.75,4.86,5,4.5
939,Lourinh e Atalaia,Lourinh,39.266210,-9.330310,Entire residential home,Entire home/apt,4,1,2,0,80,5,3,4.5,4.67,4.33,4.33
940,Lourinh e Atalaia,Lourinh,39.265140,-9.331080,Entire guest suite,Entire home/apt,2,1,1,1,59,3,6,5,4.83,4.83,5
941,Lourinh e Atalaia,Lourinh,39.266150,-9.329420,Entire residential home,Entire home/apt,3,1,1,3,64,3,9,4.33,3.89,4.56,4.78
942,So Vicente,Lisboa,38.718580,-9.123540,Entire rental unit,Entire home/apt,2,1,0,1,30,2,223,4.48,4.67,4.58,4.37
943,So Vicente,Lisboa,38.717940,-9.123140,Entire rental unit,Entire home/apt,2,1,1,1,35,2,227,4.26,4.54,4.45,4.28
944,Parque das Naes,Lisboa,38.769770,-9.103170,Entire rental unit,Entire home/apt,2,1,0,1,46,2,92,4.49,4.54,4.6,4.54
945,Cascais e Estoril,Cascais,38.698500,-9.418650,Private room in rental unit,Private room,2,1,1,2,30,1,374,4.72,4.83,4.8,4.95
946,Penha de Frana,Lisboa,38.733550,-9.130370,Private room in rental unit,Private room,1,1,1,1,22,3,88,4.73,4.78,4.69,4.64
947,Misericrdia,Lisboa,38.709680,-9.145080,Entire rental unit,Entire home/apt,4,1,0,1,76,3,105,4.98,4.98,4.96,4.95
948,Santo Antnio,Lisboa,38.723210,-9.153740,Private room in rental unit,Private room,3,3,1,2,150,1,1,5,4,5,5
949,Santa Maria Maior,Lisboa,38.712870,-9.136830,Private room in rental unit,Private room,2,1,1,1,39,2,90,4.92,4.96,4.89,4.99
950,Cascais e Estoril,Cascais,38.712520,-9.447210,Private room in residential home,Private room,2,1,1,1,34,1,109,4.55,4.78,4.87,4.49
951,Benfica,Lisboa,38.750170,-9.192100,Entire rental unit,Entire home/apt,5,2,2,3,110,3,117,4.84,4.91,4.74,4.84
952,Misericrdia,Lisboa,38.708990,-9.151180,Entire loft,Entire home/apt,2,1,1,1,64,3,471,4.93,4.93,4.95,4.84
953,Colares,Sintra,38.793260,-9.456220,Entire villa,Entire home/apt,5,2,3,4,60,2,15,4.67,4.53,4.87,4.6
954,Belm,Lisboa,38.697760,-9.202340,Entire rental unit,Entire home/apt,6,1,3,5,50,2,27,4.33,4.58,4.48,4.58
955,Colares,Sintra,38.794360,-9.471410,Entire cabin,Entire home/apt,3,1,1,2,45,4,70,4.63,4.66,4.56,4.78
956,Carvoeira,Mafra,38.944090,-9.397420,Entire rental unit,Entire home/apt,4,1,2,3,37,3,96,4.33,4.53,4.35,4.25
957,Cascais e Estoril,Cascais,38.696600,-9.443940,Entire rental unit,Entire home/apt,4,1,2,3,68,3,15,4.79,4.85,5,4.62
958,Cascais e Estoril,Cascais,38.692710,-9.427350,Entire rental unit,Entire home/apt,4,1,1,3,130,2,16,4.69,4.69,4.81,4.75
959,Misericrdia,Lisboa,38.711750,-9.143780,Entire rental unit,Entire home/apt,6,1,2,3,55,2,208,4.47,4.67,4.68,4.91
960,Campo de Ourique,Lisboa,38.719340,-9.163510,Private room in townhouse,Private room,4,2,2,0,60,3,17,4.41,4.53,4.12,4.41
961,Santa Maria Maior,Lisboa,38.713360,-9.135350,Entire rental unit,Entire home/apt,4,1,1,2,70,3,165,4.62,4.72,4.62,4.91
962,Misericrdia,Lisboa,38.711070,-9.151500,Entire rental unit,Entire home/apt,6,1,2,3,95,2,40,4.7,4.85,4.93,4.74
963,Colares,Sintra,38.800230,-9.447270,Private room in cottage,Private room,2,1,1,1,21,2,291,4.72,4.74,4.55,4.69
964,Santo Antnio,Lisboa,38.721330,-9.142450,Entire rental unit,Entire home/apt,4,1,1,3,55,2,196,4.66,4.8,4.81,4.73
965,So Vicente,Lisboa,38.719020,-9.124400,Entire rental unit,Entire home/apt,3,1,1,1,63,2,146,4.78,4.92,4.87,4.56
966,Santa Maria Maior,Lisboa,38.711080,-9.129100,Entire rental unit,Entire home/apt,2,1,0,1,52,2,288,4.73,4.84,4.93,4.85
967,Alvalade,Lisboa,38.750930,-9.142110,Entire rental unit,Entire home/apt,4,1,2,3,100,28,14,4.71,4.86,4.79,4.57
968,So Domingos de Benfica,Lisboa,38.756920,-9.178400,Entire rental unit,Entire home/apt,4,1,2,2,50,3,55,4.67,4.83,4.79,4.3
969,Avenidas Novas,Lisboa,38.731480,-9.151030,Private room in rental unit,Private room,1,2,1,1,20,3,2,3.5,3.5,3,4.5
970,Santo Antnio,Lisboa,38.717460,-9.143900,Entire rental unit,Entire home/apt,4,1,1,2,73,5,253,4.89,4.93,4.92,4.93
971,Santo Antnio,Lisboa,38.716790,-9.146860,Entire rental unit,Entire home/apt,4,1,1,2,53,2,222,4.75,4.76,4.78,4.81
972,Ericeira,Mafra,38.957990,-9.413060,Entire residential home,Entire home/apt,8,5,3,8,250,3,48,4.79,4.77,4.91,4.62
973,Ericeira,Mafra,38.965070,-9.419240,Entire rental unit,Entire home/apt,8,2,3,5,85,1,132,4.84,4.91,4.89,4.98
974,Misericrdia,Lisboa,38.711470,-9.144880,Entire rental unit,Entire home/apt,4,1,1,3,45,4,182,4.6,4.8,4.62,4.71
975,So Vicente,Lisboa,38.718280,-9.127630,Entire rental unit,Entire home/apt,2,1,1,1,59,5,141,4.73,4.88,4.66,4.69
976,Ericeira,Mafra,38.958000,-9.412730,Entire residential home,Entire home/apt,8,2,3,4,135,3,18,4.83,4.83,5,4.89
977,Misericrdia,Lisboa,38.710490,-9.150030,Entire rental unit,Entire home/apt,2,1,1,1,50,3,372,4.86,4.87,4.78,4.92
978,So Domingos de Rana,Cascais,38.711010,-9.365560,Entire rental unit,Entire home/apt,4,2,3,2,200,7,12,4.64,4.64,4.64,4.18
979,So Vicente,Lisboa,38.720070,-9.128270,Entire rental unit,Entire home/apt,4,1,1,2,56,3,268,4.77,4.84,4.88,4.72
980,Misericrdia,Lisboa,38.709610,-9.149950,Entire rental unit,Entire home/apt,4,1,1,2,45,3,1,5,5,4,5
981,Estrela,Lisboa,38.711000,-9.160330,Entire rental unit,Entire home/apt,4,1,1,2,40,2,120,4.7,4.77,4.68,4.66
982,Misericrdia,Lisboa,38.710340,-9.152410,Entire rental unit,Entire home/apt,4,1,2,2,90,2,237,4.64,4.85,4.75,4.68
983,Santa Maria Maior,Lisboa,38.711440,-9.137480,Entire rental unit,Entire home/apt,8,2,3,6,134,1,142,4.71,4.78,4.87,4.86
984,Santa Maria Maior,Lisboa,38.712540,-9.126140,Entire rental unit,Entire home/apt,2,1,1,1,65,3,130,4.78,4.8,4.82,4.82
985,Arroios,Lisboa,38.716520,-9.140030,Entire rental unit,Entire home/apt,2,1,1,1,72,3,14,4.64,4.86,4.86,4.64
986,Santo Antnio,Lisboa,38.719820,-9.143400,Entire condominium (condo),Entire home/apt,3,1,1,1,49,28,294,4.84,4.91,4.88,4.84
987,Carvoeira,Mafra,38.944340,-9.399340,Entire rental unit,Entire home/apt,2,1,0,1,27,3,90,4.67,4.7,4.7,4.7
988,Santa Maria Maior,Lisboa,38.717480,-9.134390,Entire residential home,Entire home/apt,3,1,1,2,35,2,344,4.81,4.9,4.94,4.59
989,Cascais e Estoril,Cascais,38.705670,-9.391870,Private room in rental unit,Private room,1,1,1,1,20,7,14,4.64,4.79,4.86,4.64
990,Misericrdia,Lisboa,38.710340,-9.150680,Entire rental unit,Entire home/apt,8,1,4,4,145,3,3,3.67,5,3.33,4
991,Misericrdia,Lisboa,38.709590,-9.149880,Entire rental unit,Entire home/apt,8,2,3,6,89,3,40,4.48,4.69,4.74,4.64
992,Belm,Lisboa,38.702190,-9.205720,Entire rental unit,Entire home/apt,3,1,1,1,85,3,49,4.69,4.84,4.88,4.89
993,Colares,Sintra,38.803800,-9.444650,Entire residential home,Entire home/apt,6,1,2,3,64,2,142,4.86,4.89,4.96,4.79
994,Misericrdia,Lisboa,38.710500,-9.145900,Entire rental unit,Entire home/apt,9,3,3,6,239,3,311,4.86,4.84,4.87,4.85
995,guas Livres,Amadora,38.744110,-9.207680,Private room in rental unit,Private room,2,1,2,2,15,1,14,4.93,4.79,4.79,4.64
996,Santo Antnio,Lisboa,38.718900,-9.142810,Entire rental unit,Entire home/apt,4,1,1,1,49,3,69,4.7,4.79,4.68,4.89
997,Misericrdia,Lisboa,38.711560,-9.152690,Entire rental unit,Entire home/apt,5,1,2,3,45,2,53,4.81,4.83,4.85,4.89
998,Misericrdia,Lisboa,38.712290,-9.143810,Entire rental unit,Entire home/apt,4,1,2,4,100,3,22,4.45,4.62,4.82,4.82
999,Misericrdia,Lisboa,38.712120,-9.144670,Entire rental unit,Entire home/apt,4,1,2,2,72,2,18,4,4.22,3.78,4.83
1000,Santo Antnio,Lisboa,38.716660,-9.146820,Entire loft,Entire home/apt,2,1,1,1,75,2,262,4.69,4.81,4.55,4.86
1001,Arroios,Lisboa,38.724370,-9.136810,Entire rental unit,Entire home/apt,6,1,2,3,50,2,288,4.56,4.73,4.5,4.73
1002,Estrela,Lisboa,38.714910,-9.154590,Entire rental unit,Entire home/apt,2,1,1,1,42,3,77,4.42,4.65,4.64,4.65
1003,Arroios,Lisboa,38.722280,-9.138730,Entire rental unit,Entire home/apt,6,2,3,5,210,2,40,4.93,4.95,4.9,4.74
1004,Santo Antnio,Lisboa,38.723420,-9.145030,Entire rental unit,Entire home/apt,8,2,3,4,111,7,45,4.76,4.89,4.89,4.64
1005,Lourinh e Atalaia,Lourinh,39.279800,-9.308550,Entire bungalow,Entire home/apt,4,1,2,4,128,3,7,4.6,4.6,4.4,4.25
1006,So Domingos de Benfica,Lisboa,38.756120,-9.176780,Entire rental unit,Entire home/apt,4,1,1,2,70,4,114,4.78,4.89,4.8,4.63
1007,Cascais e Estoril,Cascais,38.698460,-9.443150,Entire rental unit,Entire home/apt,4,1,2,3,70,2,5,3.8,4.4,4.2,4.6
1008,Misericrdia,Lisboa,38.710000,-9.147660,Entire rental unit,Entire home/apt,4,1,2,2,70,2,452,4.93,4.93,4.96,4.93
1009,Misericrdia,Lisboa,38.711600,-9.144970,Entire rental unit,Entire home/apt,2,1,0,1,40,4,186,4.48,4.75,4.58,4.69
1010,Colares,Sintra,38.779440,-9.498520,Entire villa,Entire home/apt,2,1,1,1,80,2,99,4.69,4.71,4.48,4.89
1011,Arroios,Lisboa,38.735030,-9.134710,Entire rental unit,Entire home/apt,9,2,4,6,115,2,14,4.93,4.92,4.93,4.77
1012,So Vicente,Lisboa,38.716885,-9.125958,Entire rental unit,Entire home/apt,3,1,1,2,59,3,131,4.6,4.79,4.78,4.65
1013,So Vicente,Lisboa,38.716862,-9.125975,Entire rental unit,Entire home/apt,3,1,0,2,59,3,154,4.77,4.84,4.79,4.7
1014,Misericrdia,Lisboa,38.711210,-9.148420,Entire rental unit,Entire home/apt,4,1,0,2,82,2,436,4.87,4.89,4.94,4.95
1015,Estrela,Lisboa,38.704220,-9.166700,Private room in rental unit,Private room,1,1,1,1,14,3,31,4.77,4.87,4.94,4.87
1016,Ericeira,Mafra,38.962050,-9.396320,Entire cottage,Entire home/apt,4,1,2,3,40,3,73,4.89,4.93,4.93,4.73
1017,Alcntara,Lisboa,38.701950,-9.190690,Entire rental unit,Entire home/apt,6,1,2,3,150,7,3,4.5,5,4,4.5
1018,Ericeira,Mafra,38.960080,-9.397360,Entire cottage,Entire home/apt,8,2,4,6,40,3,52,4.92,5,4.96,4.74
1019,Santo Isidoro,Mafra,39.009310,-9.423290,Entire residential home,Entire home/apt,11,3,5,6,180,5,17,4.76,4.65,4.47,4.71
1020,Cascais e Estoril,Cascais,38.702450,-9.437950,Entire rental unit,Entire home/apt,3,1,2,2,51,15,33,4.91,4.94,4.85,4.76
1021,Carcavelos e Parede,Cascais,38.686680,-9.339320,Private room in residential home,Private room,2,1,1,1,40,5,1,2,1,1,4
1022,So Vicente,Lisboa,38.716030,-9.131400,Entire loft,Entire home/apt,3,1,1,1,85,3,128,4.91,4.92,4.86,4.76
1023,Silveira,Torres Vedras,39.133770,-9.377080,Shared room in residential home,Shared room,6,2,1,6,15,1,14,4.64,4.79,4.71,4.71
1024,Cascais e Estoril,Cascais,38.696600,-9.370970,Entire loft,Entire home/apt,2,1,1,2,70,3,59,4.72,4.84,4.78,4.66
1025,Santa Maria Maior,Lisboa,38.708890,-9.128870,Entire rental unit,Entire home/apt,3,1,1,2,81,1,1,4,4,4,5
1026,Vilar,Cadaval,39.196810,-9.083290,Entire bed and breakfast,Entire home/apt,4,2,1,2,120,2,4,5,5,5,4
1027,So Vicente,Lisboa,38.719440,-9.130990,Entire rental unit,Entire home/apt,2,1,1,1,67,2,128,4.98,4.98,4.98,4.88
1028,Vilar,Cadaval,39.196740,-9.084780,Entire bed and breakfast,Entire home/apt,4,1,0,1,100,2,1,5,5,5,4
1029,Vilar,Cadaval,39.197130,-9.083400,Private room in rental unit,Private room,2,1,1,1,75,2,1,5,5,5,5
1030,Cascais e Estoril,Cascais,38.696000,-9.372020,Entire residential home,Entire home/apt,8,2,3,6,185,4,27,4.7,4.85,4.74,4.67
1031,Arroios,Lisboa,38.725510,-9.136100,Entire rental unit,Entire home/apt,16,5,9,16,493,3,105,4.68,4.76,4.59,4.41
1032,Colares,Sintra,38.788240,-9.476250,Entire rental unit,Entire home/apt,7,5,4,6,221,5,2,5,5,4.5,5
1033,Misericrdia,Lisboa,38.713370,-9.148950,Entire rental unit,Entire home/apt,2,1,1,1,85,1,266,4.69,4.74,4.8,4.87
1034,Santa Maria Maior,Lisboa,38.712870,-9.142400,Entire rental unit,Entire home/apt,5,1,2,3,96,2,252,4.82,4.86,4.81,4.95
1035,Misericrdia,Lisboa,38.709010,-9.152030,Entire rental unit,Entire home/apt,4,1,1,1,57,2,341,4.83,4.93,4.91,4.75
1036,Ericeira,Mafra,38.963940,-9.413770,Entire townhouse,Entire home/apt,16,5,7,11,169,5,12,4.92,4.83,4.83,4.92
1037,Ericeira,Mafra,38.965820,-9.413780,Entire townhouse,Entire home/apt,9,3,3,6,92,5,15,4.4,4.6,4.73,4.6
1038,Misericrdia,Lisboa,38.713710,-9.144940,Entire rental unit,Entire home/apt,2,1,1,1,35,2,241,4.37,4.6,4.36,4.66
1039,Misericrdia,Lisboa,38.709080,-9.152060,Entire rental unit,Entire home/apt,6,1,3,3,94,2,326,4.91,4.91,4.91,4.79
1040,Estrela,Lisboa,38.707130,-9.160720,Entire rental unit,Entire home/apt,8,2,2,5,113,10,203,4.75,4.89,4.87,4.65
1041,Silveira,Torres Vedras,39.133820,-9.381280,Entire rental unit,Entire home/apt,4,1,2,2,51,2,15,4.67,4.53,4.87,4.6
1042,Santa Maria Maior,Lisboa,38.714440,-9.132050,Entire rental unit,Entire home/apt,4,1,1,2,65,1,381,4.8,4.89,4.93,4.76
1043,Santa Maria Maior,Lisboa,38.713620,-9.134460,Entire rental unit,Entire home/apt,6,2,3,4,99,4,197,4.73,4.84,4.75,4.8
1044,Misericrdia,Lisboa,38.714840,-9.150920,Entire rental unit,Entire home/apt,4,1,1,2,66,2,91,4.82,4.91,4.64,4.94
1045,Santo Antnio,Lisboa,38.716740,-9.144940,Entire rental unit,Entire home/apt,4,1,1,1,45,2,190,4.58,4.76,4.71,4.89
1046,Santa Maria Maior,Lisboa,38.714800,-9.136640,Entire rental unit,Entire home/apt,4,1,2,3,142,2,26,4.54,4.62,4.46,4.92
1047,Santa Maria Maior,Lisboa,38.714280,-9.136030,Entire rental unit,Entire home/apt,8,2,3,4,167,3,93,4.31,4.43,4.59,4.64
1048,Santa Maria Maior,Lisboa,38.714030,-9.136330,Entire rental unit,Entire home/apt,3,1,1,0,111,2,386,4.84,4.86,4.92,4.88
1049,Peral,Cadaval,39.263390,-9.060070,Entire residential home,Entire home/apt,8,1,4,6,176,3,2,5,5,5,5
1050,Cascais e Estoril,Cascais,38.698040,-9.421810,Entire rental unit,Entire home/apt,6,2,2,4,93,4,11,4.36,4.18,4.55,4.73
1051,Santa Maria Maior,Lisboa,38.712690,-9.137970,Entire rental unit,Entire home/apt,2,1,0,1,111,2,6,3.8,4.4,4.2,5
1052,Misericrdia,Lisboa,38.714930,-9.146020,Entire rental unit,Entire home/apt,2,1,1,1,75,1,318,4.7,4.8,4.71,4.93
